time,rpm
1770,96.00
1782,97.50
1795,97.50
1807,99.00
1820,99.00
1832,99.00
1845,99.00
1857,99.00
1869,100.50
1883,109.50
1897,108.00
1910,111.00
1924,109.50
1937,109.50
1950,111.00
1965,111.00
1978,111.00
1991,111.00
2004,112.50
2019,112.50
2032,111.00
2045,111.00
2059,114.00
2072,111.00
2086,112.50
2100,112.50
2113,114.00
2126,111.00
2140,114.00
2154,114.00
2167,112.50
2181,112.50
2194,114.00
2207,114.00
2222,112.50
2235,112.50
2248,114.00
2262,114.00
2275,114.00
2289,114.00
2302,114.00
2316,114.00
2329,114.00
2342,114.00
2357,114.00
2370,114.00
2383,114.00
2397,114.00
2410,114.00
2424,114.00
2438,114.00
2451,115.50
2464,114.00
2478,115.50
2492,114.00
2505,114.00
2519,114.00
2532,114.00
2545,115.50
2560,114.00
2573,115.50
2586,114.00
2599,114.00
2613,114.00
2627,115.50
2640,115.50
2654,114.00
2667,114.00
2680,115.50
2695,115.50
2708,114.00
2721,114.00
2735,114.00
2748,115.50
2762,115.50
2776,114.00
2789,115.50
2802,115.50
2816,114.00
2830,114.00
2843,115.50
2856,115.50
2870,114.00
2883,114.00
2897,115.50
2911,115.50
2924,114.00
2937,114.00
2952,115.50
2965,115.50
2978,114.00
2992,115.50
3005,115.50
3019,114.00
3033,114.00
3046,115.50
3059,115.50
3073,114.00
3087,115.50
3100,115.50
3113,114.00
3127,115.50
3140,115.50
3154,114.00
3168,115.50
3181,115.50
3194,114.00
3208,114.00
3222,117.00
3235,114.00
3249,114.00
3262,115.50
3275,115.50
3290,114.00
3303,115.50
3316,115.50
3330,114.00
3343,115.50
3357,115.50
3371,114.00
3384,115.50
3397,115.50
3410,114.00
3425,115.50
3438,115.50
3451,114.00
3465,115.50
3478,115.50
3492,114.00
3506,115.50
3519,115.50
3532,114.00
3546,115.50
3560,115.50
3573,114.00
3587,115.50
3600,115.50
3613,114.00
3628,115.50
3641,115.50
3654,114.00
3667,115.50
3681,115.50
3695,114.00
3708,114.00
3722,117.00
3735,114.00
3748,115.50
3763,115.50
3776,114.00
3789,115.50
3803,115.50
3817,114.00
3830,115.50
3844,115.50
3857,114.00
3870,115.50
3885,115.50
3898,114.00
3911,115.50
3924,115.50
3938,114.00
3952,115.50
3965,115.50
3979,114.00
3992,115.50
4005,115.50
4020,114.00
4033,115.50
4046,115.50
4060,114.00
4073,117.00
4087,114.00
4101,114.00
4114,117.00
4127,114.00
4141,115.50
4155,115.50
4168,114.00
4182,115.50
4195,115.50
4208,114.00
4222,115.50
4236,115.50
4249,114.00
4262,117.00
4276,114.00
4290,115.50
4303,115.50
4317,114.00
4330,115.50
4343,115.50
4358,114.00
4371,115.50
4384,115.50
4398,114.00
4411,117.00
4425,114.00
4439,115.50
4452,115.50
4465,114.00
4478,115.50
4493,115.50
4506,114.00
4519,117.00
4533,114.00
4546,115.50
4560,115.50
4574,114.00
4587,115.50
4600,115.50
4614,114.00
4628,114.00
4641,114.00
4655,108.00
4668,108.00
4682,102.00
4696,102.00
4709,96.00
4721,88.50
4733,85.50
4746,82.50
4759,79.50
4771,78.00
4784,78.00
4796,72.00
4808,72.00
4822,69.00
4834,69.00
4846,64.50
4858,63.00
4871,61.50
4884,58.50
4896,57.00
4909,55.50
4921,54.00
4933,51.00
4945,48.00
4959,48.00
4971,46.50
4983,43.50
4996,42.00
5008,42.00
5021,37.50
5033,37.50
5046,36.00
5058,33.00
5070,33.00
5084,30.00
5096,30.00
5108,27.00
5121,25.50
5133,25.50
5145,22.50
5158,21.00
5171,19.50
5183,19.50
5195,16.50
5208,16.50
5221,15.00
5233,13.50
5245,12.00
5258,12.00
5270,9.00
5282,7.50
5294,7.50
5305,6.00
5316,3.00
5327,6.00
5339,3.00
5351,1.50
5362,1.50
5373,0.00
5385,0.00
5396,0.00
5407,0.00
5420,0.00
5431,0.00
5442,0.00
5453,0.00
5465,0.00
5476,0.00
5488,0.00
5499,0.00
5511,0.00
5522,0.00
5533,0.00
5544,0.00
5557,0.00
5568,0.00
5579,0.00
5591,0.00
5602,0.00
5614,0.00
5625,0.00
5637,0.00
5648,0.00
5659,0.00
5670,0.00
5683,0.00
5694,0.00
5705,0.00
5716,0.00
5728,0.00
5739,0.00
5751,0.00
5763,0.00
5774,0.00
5785,0.00
5796,0.00
5808,0.00
5820,0.00
5831,0.00
5842,0.00
5854,0.00
5865,0.00
5876,0.00
5889,0.00
5900,0.00
5911,0.00
5922,0.00
5934,0.00
5945,0.00
5957,0.00
5968,0.00
5980,0.00
5991,0.00
6002,0.00
6014,0.00
6026,0.00
6037,0.00
6048,0.00
6060,0.00
6071,0.00
6083,0.00
6094,0.00
6106,0.00
6117,0.00
6128,0.00
6139,0.00
6152,0.00
6163,0.00
6174,0.00
6185,0.00
6197,0.00
6208,0.00
6220,0.00
6232,0.00
6243,0.00
6254,0.00
6265,0.00
6277,0.00
6289,0.00
6300,0.00
6311,0.00
6323,0.00
6334,0.00
6346,0.00
6358,0.00
6369,0.00
6380,0.00
6391,0.00
6403,0.00
6415,0.00
6426,0.00
6437,0.00
6449,0.00
6460,0.00
6471,0.00
6483,0.00
6495,0.00
6506,0.00
6517,0.00
6529,0.00
6540,0.00
6552,0.00
6563,0.00
6575,0.00
6586,0.00
6597,0.00
6608,0.00
6621,0.00
6632,0.00
6643,0.00
6654,0.00
6666,0.00
6677,0.00
6689,0.00
6701,0.00
6712,0.00
6723,0.00
6734,0.00
6747,0.00
6758,0.00
6769,0.00
6780,0.00
6792,0.00
6803,0.00
6815,0.00
6827,0.00
6838,0.00
6849,0.00
6860,0.00
6872,0.00
6884,0.00
6895,0.00
6906,0.00
6918,0.00
6929,0.00
6940,0.00
6952,0.00
6964,0.00
6975,0.00
6986,0.00
6998,0.00
7009,0.00
7021,0.00
7032,0.00
7044,0.00
7055,0.00
7066,0.00
7078,0.00
7090,0.00
7101,0.00
7112,0.00
7123,0.00
7135,0.00
7147,0.00
7158,0.00
7170,0.00
7181,0.00
7192,0.00
7203,0.00
7216,0.00
7227,0.00
7238,0.00
7249,0.00
7261,0.00
7272,0.00
7284,0.00
7296,0.00
7307,0.00
7318,0.00
7329,0.00
7341,0.00
7353,0.00
7364,0.00
7375,0.00
7387,0.00
7398,0.00
7409,0.00
7421,0.00
7433,0.00
7444,0.00
7455,0.00
7467,0.00
7479,0.00
7490,0.00
7501,0.00
7513,0.00
7524,0.00
7535,6.00
7547,12.00
7560,18.00
7572,24.00
7584,28.50
7597,34.50
7609,39.00
7622,45.00
7634,48.00
7647,54.00
7659,55.50
7671,60.00
7685,63.00
7697,66.00
7709,67.50
7721,72.00
7734,73.50
7747,76.50
7759,76.50
7772,79.50
7784,81.00
7796,84.00
7809,84.00
7822,85.50
7834,87.00
7846,88.50
7859,90.00
7871,90.00
7884,90.00
7897,93.00
7909,93.00
7921,94.50
7933,94.50
7947,96.00
7959,96.00
7971,96.00
7984,99.00
7996,97.50
8008,97.50
8022,99.00
8034,100.50
8047,108.00
8060,109.50
8074,108.00
8088,109.50
8101,109.50
8115,111.00
8128,109.50
8141,111.00
8156,111.00
8169,111.00
8182,111.00
8196,112.50
8210,111.00
8223,111.00
8237,114.00
8250,111.00
8263,114.00
8278,111.00
8291,114.00
8304,112.50
8317,112.50
8331,114.00
8345,112.50
8358,112.50
8372,114.00
8385,114.00
8398,112.50
8413,114.00
8426,112.50
8439,114.00
8453,114.00
8466,114.00
8480,114.00
8494,114.00
8507,114.00
8520,114.00
8534,114.00
8548,114.00
8561,114.00
8574,114.00
8588,114.00
8601,114.00
8615,114.00
8629,115.50
8642,114.00
8655,115.50
8669,114.00
8683,114.00
8696,114.00
8710,114.00
8723,114.00
8736,115.50
8751,115.50
8764,114.00
8777,114.00
8791,114.00
8804,115.50
8818,115.50
8832,114.00
8845,114.00
8858,114.00
8871,115.50
8886,115.50
8899,114.00
8912,114.00
8926,115.50
8939,115.50
8953,114.00
8967,114.00
8980,115.50
8993,115.50
9007,114.00
9021,114.00
9034,115.50
9048,115.50
9061,114.00
9075,114.00
9089,115.50
9102,115.50
9115,114.00
9128,115.50
9143,115.50
9156,114.00
9169,114.00
9183,115.50
9196,115.50
9210,114.00
9224,115.50
9237,115.50
9250,114.00
9264,114.00
9278,117.00
9291,114.00
9305,114.00
9318,115.50
9331,115.50
9346,114.00
9359,115.50
9372,115.50
9385,114.00
9399,115.50
9413,115.50
9426,114.00
9440,114.00
9453,117.00
9466,114.00
9481,114.00
9494,117.00
9507,114.00
9521,114.00
9534,115.50
9548,115.50
9562,114.00
9575,115.50
9588,115.50
9602,114.00
9616,115.50
9629,115.50
9643,114.00
9656,115.50
9669,115.50
9683,114.00
9697,115.50
9710,115.50
9723,114.00
9737,115.50
9751,115.50
9764,114.00
9778,117.00
9791,114.00
9804,114.00
9819,117.00
9832,114.00
9845,114.00
9859,117.00
9872,114.00
9886,115.50
9900,115.50
9913,114.00
9926,115.50
9940,115.50
9954,114.00
9967,115.50
9980,115.50
9994,114.00
10008,115.50
10022,124.50
10037,123.00
10051,124.50
10065,124.50
10081,123.00
10095,124.50
10109,124.50
10124,123.00
10138,123.00
10153,126.00
10168,123.00
10182,124.50
10196,124.50
10212,123.00
10226,123.00
10241,126.00
10255,123.00
10269,123.00
10285,126.00
10299,123.00
10313,123.00
10328,126.00
10343,123.00
10357,123.00
10372,126.00
10386,123.00
10400,123.00
10416,124.50
10430,124.50
10444,123.00
10459,126.00
10474,123.00
10488,123.00
10503,124.50
10517,124.50
10531,123.00
10547,124.50
10561,124.50
10575,123.00
10590,126.00
10604,123.00
10619,123.00
10634,126.00
10648,123.00
10662,123.00
10678,126.00
10692,123.00
10706,123.00
10721,126.00
10735,123.00
10750,123.00
10765,126.00
10779,123.00
10793,123.00
10809,126.00
10823,123.00
10838,123.00
10852,126.00
10866,123.00
10882,123.00
10896,126.00
10910,123.00
10925,124.50
10940,124.50
10954,123.00
10969,123.00
10983,126.00
10997,123.00
11013,124.50
11027,124.50
11041,123.00
11056,124.50
11070,124.50
11085,123.00
11100,124.50
11114,124.50
11128,123.00
11144,124.50
11158,124.50
11172,123.00
11187,126.00
11201,123.00
11216,123.00
11231,126.00
11245,123.00
11259,124.50
11275,124.50
11289,123.00
11303,124.50
11318,124.50
11332,123.00
11347,124.50
11362,124.50
11376,123.00
11390,124.50
11406,124.50
11420,123.00
11435,124.50
11449,124.50
11463,123.00
11479,124.50
11493,124.50
11507,123.00
11522,124.50
11536,124.50
11551,123.00
11566,124.50
11580,124.50
11594,123.00
11610,124.50
11624,124.50
11638,123.00
11653,124.50
11667,124.50
11682,123.00
11697,124.50
11711,124.50
11725,123.00
11741,124.50
11755,124.50
11769,123.00
11784,126.00
11798,123.00
11813,123.00
11828,126.00
11842,123.00
11856,124.50
11872,124.50
11886,123.00
11900,124.50
11915,124.50
11929,123.00
11944,126.00
11959,123.00
11973,123.00
11987,126.00
12002,123.00
12017,124.50
12032,124.50
12046,123.00
12060,124.50
12076,124.50
12090,123.00
12104,124.50
12119,124.50
12133,123.00
12148,124.50
12163,124.50
12177,123.00
12191,124.50
12207,124.50
12221,123.00
12235,124.50
12250,124.50
12264,123.00
12279,124.50
12294,124.50
12308,123.00
12322,124.50
12338,124.50
12352,123.00
12366,124.50
12381,124.50
12395,123.00
12410,124.50
12425,124.50
12439,123.00
12453,124.50
12468,124.50
12483,123.00
12497,124.50
12512,124.50
12526,123.00
12541,124.50
12556,124.50
12570,123.00
12584,126.00
12599,123.00
12614,123.00
12628,126.00
12643,123.00
12657,124.50
12673,124.50
12687,123.00
12701,124.50
12716,124.50
12730,123.00
12745,120.00
12760,118.50
12774,114.00
12788,111.00
12804,108.00
12818,103.50
12832,102.00
12847,96.00
12860,88.50
12874,85.50
12888,81.00
12901,81.00
12914,76.50
12928,75.00
12942,72.00
12955,70.50
12968,66.00
12982,66.00
12995,63.00
13009,60.00
13023,57.00
13036,55.50
13049,52.50
13063,52.50
13077,49.50
13090,46.50
13104,45.00
13117,43.50
13130,40.50
13145,39.00
13158,37.50
13171,34.50
13185,34.50
13198,30.00
13212,30.00
13225,27.00
13239,27.00
13252,24.00
13265,22.50
13280,21.00
13293,19.50
13306,18.00
13320,15.00
13333,15.00
13347,13.50
13361,10.50
13374,12.00
13387,9.00
13400,6.00
13413,6.00
13425,3.00
13437,4.50
13450,1.50
13462,0.00
13475,0.00
13488,0.00
13500,-1.50
13513,0.00
13526,0.00
13539,0.00
13551,0.00
13563,0.00
13576,0.00
13588,0.00
13601,0.00
13614,0.00
13626,0.00
13638,0.00
13650,0.00
13663,0.00
13676,0.00
13688,0.00
13701,0.00
13713,0.00
13725,0.00
13739,0.00
13751,0.00
13763,0.00
13775,0.00
13788,0.00
13801,0.00
13813,0.00
13826,0.00
13838,0.00
13850,0.00
13862,0.00
13876,0.00
13888,0.00
13900,0.00
13913,0.00
13925,0.00
13938,0.00
13950,0.00
13963,0.00
13975,0.00
13987,0.00
14001,0.00
14013,0.00
14025,0.00
14038,0.00
14050,0.00
14062,0.00
14075,0.00
14088,0.00
14100,0.00
14112,0.00
14125,0.00
14138,0.00
14150,0.00
14162,0.00
14175,0.00
14187,0.00
14200,0.00
14213,0.00
14225,0.00
14237,0.00
14249,0.00
14262,0.00
14275,0.00
14287,0.00
14300,0.00
14312,0.00
14324,0.00
14338,0.00
14350,0.00
14362,0.00
14374,0.00
14387,0.00
14400,0.00
14412,0.00
14425,0.00
14437,0.00
14449,0.00
14461,0.00
14475,0.00
14487,0.00
14499,0.00
14512,0.00
14524,0.00
14537,0.00
14550,0.00
14562,0.00
14574,0.00
14586,0.00
14600,0.00
14612,0.00
14624,0.00
14637,0.00
14649,0.00
14661,0.00
14674,0.00
14687,0.00
14699,0.00
14711,0.00
14724,0.00
14737,0.00
14749,0.00
14761,0.00
14774,0.00
14786,0.00
14799,0.00
14812,0.00
14824,0.00
14836,0.00
14849,0.00
14861,0.00
14874,0.00
14886,0.00
14899,0.00
14911,0.00
14923,0.00
14937,0.00
14949,0.00
14961,0.00
14973,0.00
14986,0.00
14999,0.00
15011,0.00
15024,0.00
15036,0.00
15048,0.00
15060,0.00
15074,0.00
15086,0.00
15098,0.00
15111,0.00
15123,0.00
15136,0.00
15149,0.00
15161,0.00
15173,0.00
15185,0.00
15199,0.00
15211,0.00
15223,0.00
15236,0.00
15248,0.00
15260,0.00
15273,0.00
15286,0.00
15298,0.00
15310,0.00
15323,0.00
15336,0.00
15348,1.50
15361,4.50
15373,10.50
15386,18.00
15400,27.00
15414,31.50
15427,37.50
15440,45.00
15454,51.00
15468,54.00
15481,60.00
15495,63.00
15508,66.00
15521,72.00
15536,73.50
15549,76.50
15562,81.00
15576,81.00
15589,85.50
15603,87.00
15617,88.50
15630,91.50
15643,91.50
15656,94.50
15671,96.00
15684,97.50
15697,96.00
15711,100.50
15725,108.00
15740,109.50
15755,111.00
15769,111.00
15783,111.00
15799,114.00
15813,114.00
15827,114.00
15842,117.00
15856,115.50
15872,115.50
15886,117.00
15900,118.50
15915,118.50
15929,117.00
15944,120.00
15959,120.00
15973,118.50
15987,120.00
16003,120.00
16017,120.00
16031,121.50
16046,120.00
16060,120.00
16075,121.50
16090,121.50
16104,121.50
16118,121.50
16134,123.00
16148,120.00
16162,123.00
16177,123.00
16191,121.50
16206,121.50
16221,123.00
16235,123.00
16249,123.00
16265,121.50
16279,123.00
16293,123.00
16308,123.00
16322,123.00
16337,123.00
16352,123.00
16366,123.00
16380,123.00
16395,123.00
16410,124.50
16424,123.00
16439,123.00
16453,123.00
16468,123.00
16483,123.00
16497,124.50
16512,123.00
16526,124.50
16541,123.00
16556,123.00
16570,123.00
16584,124.50
16600,124.50
16614,123.00
16628,123.00
16643,123.00
16657,124.50
16672,124.50
16687,123.00
16701,123.00
16715,123.00
16731,126.00
16745,123.00
16759,123.00
16774,124.50
16788,124.50
16803,123.00
16818,123.00
16832,124.50
16846,124.50
16861,123.00
16876,124.50
16890,124.50
16905,123.00
16919,123.00
16934,124.50
16949,124.50
16963,123.00
16977,124.50
16992,124.50
17007,123.00
17021,124.50
17036,124.50
17050,123.00
17065,124.50
17080,124.50
17094,123.00
17108,124.50
17123,124.50
17138,123.00
17153,126.00
17167,123.00
17181,123.00
17197,126.00
17211,123.00
17225,123.00
17240,126.00
17254,123.00
17269,124.50
17284,124.50
17298,123.00
17312,124.50
17327,124.50
17342,123.00
17356,124.50
17371,124.50
17385,123.00
17400,126.00
17415,123.00
17429,123.00
17443,126.00
17458,123.00
17473,124.50
17487,124.50
17502,123.00
17516,124.50
17531,124.50
17546,123.00
17560,126.00
17574,123.00
17589,124.50
17604,124.50
17618,123.00
17633,124.50
17647,124.50
17662,123.00
17677,126.00
17691,123.00
17705,124.50
17720,124.50
17735,123.00
17750,126.00
17764,123.00
17778,124.50
17793,124.50
17808,123.00
17822,124.50
17837,124.50
17851,124.50
17866,124.50
17881,123.00
17895,126.00
17909,123.00
17924,123.00
17939,126.00
17953,123.00
17968,126.00
17982,123.00
17997,124.50
18012,124.50
18026,123.00
18040,126.00
18055,123.00
18070,124.50
18084,124.50
18099,123.00
18113,124.50
18128,124.50
18143,124.50
18157,124.50
18171,123.00
18186,124.50
18201,124.50
18215,123.00
18230,126.00
18244,123.00
18258,124.50
18274,124.50
18288,123.00
18302,126.00
18317,123.00
18332,124.50
18347,124.50
18361,123.00
18375,126.00
18390,123.00
18405,124.50
18419,124.50
18434,123.00
18448,126.00
18463,123.00
18478,124.50
18492,124.50
18506,124.50
18521,124.50
18536,123.00
18550,126.00
18565,123.00
18579,124.50
18594,124.50
18609,123.00
18623,126.00
18637,123.00
18652,124.50
18667,124.50
18681,124.50
18696,124.50
18710,123.00
18725,126.00
18740,123.00
18754,124.50
18768,124.50
18783,123.00
18798,126.00
18812,123.00
18827,124.50
18841,124.50
18855,124.50
18871,124.50
18885,123.00
18899,126.00
18914,123.00
18929,124.50
18944,124.50
18958,123.00
18972,126.00
18987,123.00
19002,124.50
19016,124.50
19031,123.00
19045,126.00
19060,123.00
19075,124.50
19089,124.50
19103,124.50
19118,124.50
19133,123.00
19147,126.00
19162,123.00
19176,124.50
19190,124.50
19206,123.00
19220,126.00
19234,123.00
19249,126.00
19264,123.00
19278,124.50
19293,124.50
19307,123.00
19321,126.00
19337,123.00
19351,124.50
19365,124.50
19380,124.50
19395,124.50
19409,123.00
19424,126.00
19438,123.00
19452,124.50
19468,124.50
19482,124.50
19496,124.50
19511,123.00
19526,126.00
19540,123.00
19555,126.00
19569,123.00
19584,124.50
19599,124.50
19613,124.50
19628,124.50
19642,123.00
19656,126.00
19672,123.00
19686,124.50
19700,124.50
19715,124.50
19730,124.50
19744,123.00
19759,126.00
19773,123.00
19787,124.50
19803,124.50
19817,124.50
19831,124.50
19846,123.00
19861,120.00
19875,117.00
19890,114.00
19904,111.00
19918,105.00
19934,105.00
19948,99.00
19961,90.00
19975,88.50
19988,85.50
20002,81.00
20016,81.00
20029,76.50
20042,73.50
20056,72.00
20070,70.50
20083,67.50
20097,64.50
20110,61.50
20124,60.00
20137,58.50
20151,55.50
20164,54.00
20177,51.00
20192,49.50
20205,48.00
20218,45.00
20232,43.50
20245,40.50
20259,39.00
20273,37.50
20286,36.00
20299,33.00
20313,31.50
20327,30.00
20340,28.50
20354,25.50
20367,25.50
20380,22.50
20395,21.00
20408,19.50
20421,18.00
20434,16.50
20448,15.00
20462,13.50
20475,12.00
20489,10.50
20502,9.00
20514,7.50
20528,6.00
20540,4.50
20552,4.50
20564,3.00
20577,0.00
20590,0.00
20602,0.00
20615,0.00
20627,0.00
20639,0.00
20652,0.00
20665,0.00
20677,0.00
20689,0.00
20702,0.00
20714,0.00
20727,0.00
20740,0.00
20752,0.00
20764,0.00
20776,0.00
20790,0.00
20802,0.00
20814,0.00
20827,0.00
20839,0.00
20851,0.00
20865,0.00
20877,0.00
20889,0.00
20901,0.00
20914,0.00
20927,0.00
20939,0.00
20952,0.00
20964,0.00
20976,0.00
20989,0.00
21002,0.00
